"contrast","sender","receiver","ligand","receptor","lfc_ligand","lfc_receptor","ligand_receptor_lfc_avg","p_val_ligand","p_adj_ligand","p_val_receptor","p_adj_receptor"
"PLA-platelet.free","Monocytes","CD4.T.cells","ICAM1","ITGAM",-0.133,2.33,1.0985,0.143,0.344,2.44e-16,8.69e-15
"PLA-platelet.free","CD4.T.cells","B.cells","NAMPT","INSR",1.21,0.986,1.098,3e-10,3.25e-09,0.0197,0.044
"PLA-platelet.free","CD4.T.cells","B.cells","ADAM17","IL6R",0.363,1.83,1.0965,0.000272,0.000827,1.43e-08,1.46e-07
"platelet.free-PLA","NK.cells","Monocytes","LTB","TNFRSF1A",2.25,-0.0614,1.0943,1.68e-18,1.82e-15,0.232,0.469
"PLA-platelet.free","NK.cells","B.cells","DUSP18","CD151",0.267,1.92,1.0935,0.143,0.407,5.45e-13,1.3e-11
"PLA-platelet.free","CD4.T.cells","Monocytes","PECAM1","CD38",1.99,0.194,1.092,8.71e-14,1.95e-12,0.178,0.396
"PLA-platelet.free","Monocytes","CD4.T.cells","CD38","PECAM1",0.194,1.99,1.092,0.178,0.396,8.71e-14,1.95e-12
"PLA-platelet.free","Monocytes","NK.cells","HP","CD163",1.04,1.14,1.09,3.16e-13,7.69e-11,2.06e-06,0.000223
"platelet.free-PLA","NK.cells","B.cells","HLA.DRA","CD19",0.529,1.65,1.0895,0.00517,0.0522,9.52e-15,3.13e-13
"PLA-platelet.free","CD4.T.cells","NK.cells","TSPAN33","ADAM10",2.18,-0.00119,1.089405,1.13e-10,1.33e-09,0.986,0.997
"PLA-platelet.free","NK.cells","CD4.T.cells","ADAM10","TSPAN33",-0.00119,2.18,1.089405,0.986,0.997,1.13e-10,1.33e-09
"PLA-platelet.free","CD8.T.cells","Monocytes","S100A12","TLR4",2.03,0.143,1.0865,1.41e-13,4.61e-11,0.0131,0.0648
"PLA-platelet.free","CD4.T.cells","CD8.T.cells","HLA.DRA","LAG3",1.88,0.289,1.0845,2.09e-22,5.8e-20,6.11e-06,0.000101
"platelet.free-PLA","B.cells","CD4.T.cells","CD200","CD200R1",1.65,0.518,1.084,1.17e-08,1.21e-07,5.49e-05,0.000196
"platelet.free-PLA","Monocytes","B.cells","ZG16B","CXCR4",0.567,1.6,1.0835,0.00312,0.0218,1.15e-11,2.1e-10
"PLA-platelet.free","B.cells","CD8.T.cells","NAMPT","ADORA2A",2.15,0.016,1.083,2.87e-14,8.79e-13,0.874,0.942
"platelet.free-PLA","B.cells","B.cells","HLA.DRB1","CD53",1.35,0.814,1.082,1.8e-12,3.87e-11,2.8e-10,3.82e-09
"PLA-platelet.free","CD4.T.cells","Monocytes","TSPAN33","ADAM10",2.18,-0.0256,1.0772,1.13e-10,1.33e-09,0.626,0.817
"PLA-platelet.free","Monocytes","CD4.T.cells","ADAM10","TSPAN33",-0.0256,2.18,1.0772,0.626,0.817,1.13e-10,1.33e-09
"platelet.free-PLA","B.cells","Monocytes","EBI3","IL6ST",2.41,-0.257,1.0765,9.02e-08,8.1e-07,0.00461,0.0293
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","CCL5","CXCR3",1.55,0.602,1.076,1.11e-18,6.94e-17,5.16e-09,4.28e-08
"PLA-platelet.free","B.cells","CD4.T.cells","HLA.B","LILRB1",-0.398,2.55,1.076,3.47e-06,2.29e-05,1.54e-17,7.26e-16
"PLA-platelet.free","CD8.T.cells","CD4.T.cells","S100A9","ITGB2",1.59,0.561,1.0755,2.29e-09,1.09e-07,4.61e-14,1.08e-12
"PLA-platelet.free","B.cells","NK.cells","F11R","ITGB2",1.93,0.219,1.0745,1.43e-05,8.26e-05,4.23e-05,0.00194
"platelet.free-PLA","Monocytes","B.cells","HLA.DRA","CD37",0.637,1.51,1.0735,5.35e-16,2.47e-13,2.09e-14,6.48e-13
"PLA-platelet.free","B.cells","B.cells","NAMPT","ITGB1",2.15,-0.00511,1.072445,2.87e-14,8.79e-13,0.977,0.986
"PLA-platelet.free","NK.cells","B.cells","ADAM17","IL6R",0.313,1.83,1.0715,0.0449,0.205,1.43e-08,1.46e-07
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","HLA.DPB1","LAG3",0.753,1.39,1.0715,1.27e-12,2.22e-11,4.41e-11,5.68e-10
"PLA-platelet.free","NK.cells","B.cells","GRN","TNFRSF1B",0.363,1.78,1.0715,0.054,0.23,8.15e-17,3.78e-15
"PLA-platelet.free","B.cells","B.cells","F11R","JAM3",1.93,0.211,1.0705,1.43e-05,8.26e-05,0.498,0.598
"PLA-platelet.free","B.cells","CD4.T.cells","GRN","TNFRSF1A",1.57,0.571,1.0705,1.3e-14,4.17e-13,1.12e-09,1.06e-08
"PLA-platelet.free","B.cells","B.cells","JAM3","F11R",0.211,1.93,1.0705,0.498,0.598,1.43e-05,8.26e-05
"platelet.free-PLA","B.cells","Monocytes","LTA","TNFRSF1B",1.94,0.201,1.0705,2.87e-05,0.000154,0.000101,0.0013
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","HLA.DMA","CD74",1.16,0.981,1.0705,6.65e-18,3.5e-16,8.4e-22,1.83e-19
"PLA-platelet.free","CD8.T.cells","Monocytes","S100A9","ALCAM",1.59,0.549,1.0695,2.29e-09,1.09e-07,0.000125,0.00155
"PLA-platelet.free","CD4.T.cells","CD8.T.cells","CCL5","CXCR3",1.55,0.588,1.069,1.11e-18,6.94e-17,1.08e-10,8.22e-09
"platelet.free-PLA","B.cells","B.cells","TCTN1","TMEM216",1.49,0.647,1.0685,1.57e-07,1.35e-06,0.00619,0.0166
"platelet.free-PLA","B.cells","B.cells","TCTN3","FCRL1",0.596,1.54,1.068,0.0119,0.0289,6.14e-11,9.69e-10
"platelet.free-PLA","B.cells","Monocytes","HLA.DOA","CD4",1.77,0.363,1.0665,1.72e-10,2.46e-09,8.46e-09,4.52e-07
"platelet.free-PLA","B.cells","NK.cells","HLA.DRA","CD37",1.62,0.513,1.0665,2.21e-14,6.84e-13,3.45e-11,1.76e-08
"platelet.free-PLA","Monocytes","B.cells","PAM","FXYD1",-0.508,2.64,1.066,0.00172,0.0136,4.9e-07,3.89e-06
"PLA-platelet.free","B.cells","Monocytes","LGALS1","ITGB1",2.02,0.109,1.0645,5.75e-19,4.04e-17,0.144,0.345
"PLA-platelet.free","CD4.T.cells","B.cells","CD9","IGSF8",2.88,-0.751,1.0645,2.59e-15,7.67e-14,2.72e-05,0.000147
"PLA-platelet.free","CD4.T.cells","B.cells","FURIN","INSR",1.14,0.986,1.063,3.4e-09,2.9e-08,0.0197,0.044
"platelet.free-PLA","B.cells","Monocytes","HLA.DOB","CD4",1.76,0.363,1.0615,1.76e-10,2.52e-09,8.46e-09,4.52e-07
"PLA-platelet.free","CD8.T.cells","CD4.T.cells","HLA.DRA","LAG3",0.731,1.39,1.0605,9.63e-15,4.3e-12,4.41e-11,5.68e-10
"platelet.free-PLA","B.cells","NK.cells","ADAM28","ITGA4",1.62,0.499,1.0595,4.34e-13,1.05e-11,9.02e-10,3.26e-07
"platelet.free-PLA","B.cells","CD4.T.cells","CLCF1","IL6ST",1.51,0.604,1.057,0.000501,0.00193,1.03e-10,1.23e-09
"PLA-platelet.free","B.cells","NK.cells","LILRB4","LAIR1",2.01,0.103,1.0565,2.53e-08,2.49e-07,0.203,0.494
"PLA-platelet.free","B.cells","NK.cells","NAMPT","ITGB1",2.15,-0.037,1.0565,2.87e-14,8.79e-13,0.687,0.892
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","ICAM2","ITGAM",-0.221,2.33,1.0545,7.8e-05,0.000269,2.44e-16,8.69e-15
"PLA-platelet.free","CD4.T.cells","CD8.T.cells","HLA.DRA","CD63",1.88,0.227,1.0535,2.09e-22,5.8e-20,3.15e-06,5.81e-05
"PLA-platelet.free","B.cells","NK.cells","PSAP","SORT1",1.9,0.206,1.053,1.66e-19,1.33e-17,0.409,0.71
"PLA-platelet.free","NK.cells","NK.cells","HP","ASGR1",1.23,0.874,1.052,7.1e-05,0.00277,0.000363,0.00848
"platelet.free-PLA","B.cells","B.cells","CD22","PTPRC",1.59,0.513,1.0515,5.42e-10,7.07e-09,1.77e-05,9.97e-05
"platelet.free-PLA","B.cells","B.cells","PTPRC","CD22",0.513,1.59,1.0515,1.77e-05,9.97e-05,5.42e-10,7.07e-09
"PLA-platelet.free","CD8.T.cells","Monocytes","S100A8","CD36",1.67,0.433,1.0515,7.16e-10,4.29e-08,2.09e-08,9.58e-07
"PLA-platelet.free","B.cells","CD4.T.cells","HLA.F","LILRB1",-0.452,2.55,1.049,0.00026,0.00109,1.54e-17,7.26e-16
"platelet.free-PLA","Monocytes","B.cells","HLA.DRB1","CD37",0.588,1.51,1.049,1.15e-14,3.75e-12,2.09e-14,6.48e-13
"platelet.free-PLA","B.cells","CD4.T.cells","LTA","TNFRSF14",1.94,0.153,1.0465,2.87e-05,0.000154,0.000143,0.000464
"platelet.free-PLA","B.cells","NK.cells","LTA","TNFRSF14",1.94,0.151,1.0455,2.87e-05,0.000154,0.0156,0.106
"platelet.free-PLA","NK.cells","B.cells","ST6GAL1","CD22",0.5,1.59,1.045,0.000207,0.00587,5.42e-10,7.07e-09
"PLA-platelet.free","B.cells","NK.cells","CD9","CD36",1.2,0.888,1.044,7.16e-05,0.000347,0.000308,0.00752
"platelet.free-PLA","B.cells","B.cells","TCTN1","TCTN3",1.49,0.596,1.043,1.57e-07,1.35e-06,0.0119,0.0289
"platelet.free-PLA","NK.cells","B.cells","HMGB1","TLR9",0.0656,2.02,1.0428,0.253,0.556,8.95e-07,6.61e-06
"platelet.free-PLA","B.cells","Monocytes","HLA.DQA1","CD4",1.72,0.363,1.0415,3.61e-13,8.88e-12,8.46e-09,4.52e-07
"PLA-platelet.free","Monocytes","CD4.T.cells","ICAM4","ITGAM",-0.252,2.33,1.039,0.0484,0.166,2.44e-16,8.69e-15
"PLA-platelet.free","CD8.T.cells","NK.cells","S100A8","TLR4",1.67,0.408,1.039,7.16e-10,4.29e-08,0.0854,0.303
"PLA-platelet.free","B.cells","Monocytes","ITGB2","CD82",1.69,0.386,1.038,4.62e-17,2.27e-15,8.47e-07,2.37e-05
"PLA-platelet.free","Monocytes","B.cells","CD82","ITGB2",0.386,1.69,1.038,8.47e-07,2.37e-05,4.62e-17,2.27e-15
"platelet.free-PLA","B.cells","CD8.T.cells","CLCF1","IL6ST",1.51,0.563,1.0365,0.000501,0.00193,4.6e-07,1.07e-05
"PLA-platelet.free","CD4.T.cells","B.cells","TIMP1","CD63",0.762,1.31,1.036,2.35e-06,1.14e-05,1.95e-11,3.39e-10
"PLA-platelet.free","Monocytes","NK.cells","HP","ASGR2",1.04,1.03,1.035,3.16e-13,7.69e-11,2.66e-05,0.00138
"PLA-platelet.free","B.cells","Monocytes","PECAM1","PECAM1",2.16,-0.0946,1.0327,6.44e-16,2.63e-14,0.0983,0.268
"PLA-platelet.free","Monocytes","B.cells","PECAM1","PECAM1",-0.0946,2.16,1.0327,0.0983,0.268,6.44e-16,2.63e-14
"PLA-platelet.free","CD4.T.cells","CD8.T.cells","HLA.DRA","CD82",1.88,0.185,1.0325,2.09e-22,5.8e-20,0.0207,0.0755
"platelet.free-PLA","B.cells","Monocytes","LTA","TNFRSF14",1.94,0.119,1.0295,2.87e-05,0.000154,0.0174,0.0804
"PLA-platelet.free","B.cells","Monocytes","PSAP","LRP1",1.9,0.157,1.0285,1.66e-19,1.33e-17,0.00194,0.015
"PLA-platelet.free","CD8.T.cells","B.cells","GRN","TNFRSF1B",0.271,1.78,1.0255,0.00374,0.0198,8.15e-17,3.78e-15
"PLA-platelet.free","CD8.T.cells","B.cells","TNF","TNFRSF1B",0.267,1.78,1.0235,0.0228,0.0811,8.15e-17,3.78e-15
"PLA-platelet.free","CD4.T.cells","NK.cells","HLA.DRA","CD63",1.88,0.167,1.0235,2.09e-22,5.8e-20,0.00405,0.0448
"PLA-platelet.free","B.cells","CD8.T.cells","CXCL16","CXCR6",1.35,0.696,1.023,5.82e-06,3.69e-05,2.16e-08,7.39e-07
"PLA-platelet.free","CD8.T.cells","CD4.T.cells","VCAN","ITGB1",1.61,0.435,1.0225,1.15e-10,8.58e-09,7.23e-07,3.93e-06
"PLA-platelet.free","B.cells","CD8.T.cells","F11R","ITGB2",1.93,0.113,1.0215,1.43e-05,8.26e-05,0.00157,0.01
"platelet.free-PLA","B.cells","Monocytes","HLA.DRA","CD81",1.62,0.423,1.0215,2.21e-14,6.84e-13,1.09e-09,8.36e-08
"platelet.free-PLA","Monocytes","B.cells","HLA.DMA","CD74",0.442,1.6,1.021,7.44e-11,7.67e-09,2.7e-15,9.99e-14
"PLA-platelet.free","CD8.T.cells","B.cells","HLA.DRA","CD63",0.731,1.31,1.0205,9.63e-15,4.3e-12,1.95e-11,3.39e-10
"platelet.free-PLA","NK.cells","B.cells","HLA.DRA","CD37",0.529,1.51,1.0195,0.00517,0.0522,2.09e-14,6.48e-13
"platelet.free-PLA","Monocytes","NK.cells","CD52","SIGLEC10",0.409,1.63,1.0195,1.53e-09,1.12e-07,1.59e-07,2.76e-05
"PLA-platelet.free","B.cells","CD4.T.cells","ITGB2","CD226",1.69,0.346,1.018,4.62e-17,2.27e-15,0.000862,0.00231
"PLA-platelet.free","B.cells","Monocytes","F11R","ITGB2",1.93,0.105,1.0175,1.43e-05,8.26e-05,0.0118,0.0601
"platelet.free-PLA","B.cells","CD8.T.cells","LTA","TNFRSF14",1.94,0.0943,1.01715,2.87e-05,0.000154,0.0144,0.0573
"PLA-platelet.free","CD4.T.cells","B.cells","APP","SORL1",0.39,1.64,1.015,0.0149,0.0291,3.82e-11,6.26e-10
"PLA-platelet.free","CD8.T.cells","CD4.T.cells","ICAM2","ITGAM",-0.302,2.33,1.014,5.83e-09,2.41e-07,2.44e-16,8.69e-15
"PLA-platelet.free","NK.cells","NK.cells","THBS1","CD36",1.14,0.888,1.014,2.36e-07,3.81e-05,0.000308,0.00752
"PLA-platelet.free","Monocytes","NK.cells","S100A12","CD36",1.14,0.888,1.014,1.28e-13,3.32e-11,0.000308,0.00752
"PLA-platelet.free","NK.cells","B.cells","APP","SORL1",0.386,1.64,1.013,0.0307,0.163,3.82e-11,6.26e-10
"PLA-platelet.free","NK.cells","B.cells","F11R","ITGB2",0.336,1.69,1.013,0.0281,0.156,4.62e-17,2.27e-15
"platelet.free-PLA","B.cells","B.cells","MIF","CD74",0.424,1.6,1.012,0.00112,0.00385,2.7e-15,9.99e-14
"platelet.free-PLA","B.cells","B.cells","MIF","CXCR4",0.424,1.6,1.012,0.00112,0.00385,1.15e-11,2.1e-10
"PLA-platelet.free","CD8.T.cells","Monocytes","S100A9","CD36",1.59,0.433,1.0115,2.29e-09,1.09e-07,2.09e-08,9.58e-07
"platelet.free-PLA","B.cells","B.cells","IFITM1","CD81",0.982,1.04,1.011,5.28e-07,4.14e-06,4.55e-11,7.3e-10
"PLA-platelet.free","B.cells","Monocytes","F11R","F11R",1.93,0.0913,1.01065,1.43e-05,8.26e-05,0.458,0.697
"PLA-platelet.free","Monocytes","B.cells","F11R","F11R",0.0913,1.93,1.01065,0.458,0.697,1.43e-05,8.26e-05
"PLA-platelet.free","B.cells","CD8.T.cells","F11R","ITGAL",1.93,0.0902,1.0101,1.43e-05,8.26e-05,0.0414,0.126
"PLA-platelet.free","B.cells","CD4.T.cells","ICAM2","ITGAM",-0.312,2.33,1.009,0.0291,0.0607,2.44e-16,8.69e-15
"PLA-platelet.free","CD4.T.cells","NK.cells","ANXA2","DYSF",1.13,0.885,1.0075,9.34e-21,1.25e-18,7.64e-05,0.0029
"PLA-platelet.free","B.cells","B.cells","LGALS1","ITGB1",2.02,-0.00511,1.007445,5.75e-19,4.04e-17,0.977,0.986
"platelet.free-PLA","B.cells","NK.cells","LTA","TNFRSF1B",1.94,0.0734,1.0067,2.87e-05,0.000154,0.5,0.783
"PLA-platelet.free","B.cells","Monocytes","PECAM1","ITGAV",2.16,-0.148,1.006,6.44e-16,2.63e-14,0.238,0.476
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","HLA.DRA","CD53",1.88,0.132,1.006,2.09e-22,5.8e-20,0.000217,0.000679
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","GZMB","IGF2R",1.59,0.421,1.0055,7.61e-10,7.5e-09,8.86e-09,7.03e-08
"PLA-platelet.free","NK.cells","B.cells","LTB","LTBR",-2.25,4.26,1.005,1.68e-18,1.82e-15,2.59e-16,1.12e-14
"platelet.free-PLA","B.cells","B.cells","HMGB1","CXCR4",0.408,1.6,1.004,0.00186,0.00597,1.15e-11,2.1e-10
"PLA-platelet.free","CD8.T.cells","CD8.T.cells","VCAN","ITGB1",1.61,0.397,1.0035,1.15e-10,8.58e-09,1.22e-09,6.44e-08
"PLA-platelet.free","CD4.T.cells","CD8.T.cells","LGALS3","ANXA2",1.47,0.536,1.003,1.64e-15,5.13e-14,6.25e-12,8.65e-10
"platelet.free-PLA","CD4.T.cells","B.cells","ZDHHC5","S1PR1",0.196,1.81,1.003,0.0142,0.0279,8.29e-11,1.27e-09
"PLA-platelet.free","B.cells","Monocytes","PSAP","SORT1",1.9,0.105,1.0025,1.66e-19,1.33e-17,0.0889,0.252
"platelet.free-PLA","NK.cells","NK.cells","LTB","TNFRSF1A",2.25,-0.246,1.002,1.68e-18,1.82e-15,0.00229,0.0307
"platelet.free-PLA","B.cells","Monocytes","HLA.DQB1","CD4",1.64,0.363,1.0015,6.67e-14,1.94e-12,8.46e-09,4.52e-07
"PLA-platelet.free","CD8.T.cells","CD4.T.cells","LGALS3","LAG3",0.61,1.39,1,9.82e-07,2.07e-05,4.41e-11,5.68e-10
"PLA-platelet.free","CD4.T.cells","CD8.T.cells","GRN","TNFRSF1B",1.71,0.288,0.999,1.76e-15,5.44e-14,2.36e-08,7.9e-07
"PLA-platelet.free","CD8.T.cells","NK.cells","S100A9","TLR4",1.59,0.408,0.999,2.29e-09,1.09e-07,0.0854,0.303
"PLA-platelet.free","B.cells","NK.cells","CCL5","CXCR3",2.52,-0.527,0.9965,3.17e-10,4.28e-09,0.0189,0.12
"platelet.free-PLA","B.cells","B.cells","FAM3C","ADGRG5",0.812,1.18,0.996,2.78e-05,0.00015,0.00898,0.0228
"PLA-platelet.free","NK.cells","CD4.T.cells","CD14","PLXND1",0.701,1.29,0.9955,0.00995,0.0799,6.28e-10,6.27e-09
"PLA-platelet.free","B.cells","B.cells","ICAM1","SPN",0.927,1.06,0.9935,0.00449,0.0127,5.63e-05,0.000281
"PLA-platelet.free","B.cells","CD8.T.cells","LGALS1","PTPRC",2.02,-0.0337,0.99315,5.75e-19,4.04e-17,0.389,0.593
"PLA-platelet.free","B.cells","NK.cells","LGALS1","ITGB1",2.02,-0.037,0.9915,5.75e-19,4.04e-17,0.687,0.892
"platelet.free-PLA","B.cells","Monocytes","HLA.DRA","CD4",1.62,0.363,0.9915,2.21e-14,6.84e-13,8.46e-09,4.52e-07
"platelet.free-PLA","B.cells","CD8.T.cells","IL7","IL2RG",1.97,0.0113,0.99065,2.49e-06,1.69e-05,0.777,0.889
"platelet.free-PLA","CD4.T.cells","NK.cells","TNFSF8","TNFRSF8",0.71,1.27,0.99,2.75e-12,4.53e-11,7.77e-05,0.00292
"PLA-platelet.free","CD8.T.cells","NK.cells","VCAN","TLR2",1.61,0.368,0.989,1.15e-10,8.58e-09,0.133,0.388
"PLA-platelet.free","B.cells","NK.cells","ITGB2","CD226",1.69,0.287,0.9885,4.62e-17,2.27e-15,0.0972,0.324
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","HLA.DRA","CD81",1.88,0.0966,0.9883,2.09e-22,5.8e-20,0.0571,0.0954
"platelet.free-PLA","B.cells","Monocytes","HLA.DPB1","CD4",1.61,0.363,0.9865,1.58e-13,4.09e-12,8.46e-09,4.52e-07
"PLA-platelet.free","CD4.T.cells","CD8.T.cells","HLA.DRA","CD81",1.88,0.0918,0.9859,2.09e-22,5.8e-20,0.0186,0.0698
"PLA-platelet.free","Monocytes","B.cells","LYZ","ITGAL",0.52,1.45,0.985,1.14e-08,5.65e-07,1.85e-09,2.21e-08
"PLA-platelet.free","NK.cells","B.cells","LTB","TNFRSF1A",-2.25,4.22,0.985,1.68e-18,1.82e-15,2.8e-22,5.63e-20
"PLA-platelet.free","B.cells","CD8.T.cells","ITGB2","CD226",1.69,0.274,0.982,4.62e-17,2.27e-15,0.00125,0.0084
"PLA-platelet.free","CD4.T.cells","CD8.T.cells","CCL4","CCR5",1.17,0.789,0.9795,2e-09,1.79e-08,7.5e-11,6.03e-09
"PLA-platelet.free","CD4.T.cells","Monocytes","LGALS1","ITGB1",1.85,0.109,0.9795,1.1e-17,5.34e-16,0.144,0.345
"platelet.free-PLA","B.cells","Monocytes","LTB","LTBR",1.97,-0.0128,0.9786,1.04e-12,2.39e-11,0.819,0.928
"PLA-platelet.free","CD4.T.cells","NK.cells","GRN","TNFRSF1A",1.71,0.246,0.978,1.76e-15,5.44e-14,0.00229,0.0307
"platelet.free-PLA","B.cells","CD8.T.cells","LTB","TNFRSF1A",1.97,-0.0146,0.9777,1.04e-12,2.39e-11,0.771,0.885
"platelet.free-PLA","B.cells","Monocytes","ADAM28","ITGA4",1.62,0.333,0.9765,4.34e-13,1.05e-11,4.5e-07,1.36e-05
"PLA-platelet.free","CD8.T.cells","NK.cells","FCN1","LRP1",1.37,0.581,0.9755,1.82e-08,6.44e-07,0.0148,0.104
"platelet.free-PLA","NK.cells","NK.cells","CD52","SIGLEC10",0.321,1.63,0.9755,0.000131,0.00424,1.59e-07,2.76e-05
"PLA-platelet.free","CD4.T.cells","CD8.T.cells","HLA.DRA","CD53",1.88,0.0674,0.9737,2.09e-22,5.8e-20,0.0218,0.0781
"PLA-platelet.free","Monocytes","B.cells","ICAM1","ITGAX",-0.133,2.08,0.9735,0.143,0.344,1.05e-10,1.57e-09
"PLA-platelet.free","CD4.T.cells","CD4.T.cells","HLA.DRA","CD82",1.88,0.0644,0.9722,2.09e-22,5.8e-20,0.357,0.454
"PLA-platelet.free","B.cells","CD4.T.cells","TNFSF13","TNFRSF1A",1.37,0.571,0.9705,2.44e-09,2.86e-08,1.12e-09,1.06e-08
"platelet.free-PLA","B.cells","NK.cells","HLA.DRA","CD81",1.62,0.321,0.9705,2.21e-14,6.84e-13,0.00642,0.06
"PLA-platelet.free","CD8.T.cells","B.cells","HLA.DRA","CD9",0.731,1.2,0.9655,9.63e-15,4.3e-12,7.16e-05,0.000347
"platelet.free-PLA","B.cells","CD4.T.cells","IL7","IL2RG",1.97,-0.0392,0.9654,2.49e-06,1.69e-05,0.395,0.492
"PLA-platelet.free","Monocytes","CD4.T.cells","C1QB","LRP1",-1.47,3.4,0.965,1.04e-09,8.05e-08,4.19e-17,1.71e-15
"platelet.free-PLA","NK.cells","B.cells","HLA.DRB1","CR2",0.248,1.68,0.964,0.0334,0.173,2.42e-06,1.64e-05
"platelet.free-PLA","B.cells","Monocytes","LTA","LTBR",1.94,-0.0128,0.9636,2.87e-05,0.000154,0.819,0.928
"platelet.free-PLA","B.cells","CD8.T.cells","LTA","TNFRSF1A",1.94,-0.0146,0.9627,2.87e-05,0.000154,0.771,0.885
"PLA-platelet.free","B.cells","NK.cells","ANXA2","DYSF",1.04,0.885,0.9625,2.34e-12,4.92e-11,7.64e-05,0.0029
"PLA-platelet.free","Monocytes","B.cells","DUSP18","CD151",0.00385,1.92,0.961925,0.967,0.99,5.45e-13,1.3e-11
"platelet.free-PLA","CD4.T.cells","B.cells","MIF","CD74",0.322,1.6,0.961,9.17e-13,1.66e-11,2.7e-15,9.99e-14
"platelet.free-PLA","CD4.T.cells","B.cells","MIF","CXCR4",0.322,1.6,0.961,9.17e-13,1.66e-11,1.15e-11,2.1e-10
"platelet.free-PLA","Monocytes","NK.cells","LILRB2","SIGLEC10",0.291,1.63,0.9605,3.77e-06,8.21e-05,1.59e-07,2.76e-05
"PLA-platelet.free","NK.cells","NK.cells","IL1RN","IL1R2",0.857,1.06,0.9585,0.000432,0.00957,3.43e-05,0.00164
"PLA-platelet.free","CD4.T.cells","NK.cells","GRN","SORT1",1.71,0.206,0.958,1.76e-15,5.44e-14,0.409,0.71
"platelet.free-PLA","CD8.T.cells","NK.cells","TNFSF8","TNFRSF8",0.645,1.27,0.9575,1.08e-09,6.06e-08,7.77e-05,0.00292
"PLA-platelet.free","Monocytes","NK.cells","HP","ASGR1",1.04,0.874,0.957,3.16e-13,7.69e-11,0.000363,0.00848
"PLA-platelet.free","B.cells","B.cells","CCL5","CXCR3",2.52,-0.61,0.955,3.17e-10,4.28e-09,0.04,0.0792
"PLA-platelet.free","CD4.T.cells","NK.cells","GZMB","IGF2R",1.59,0.32,0.955,7.61e-10,7.5e-09,8.6e-06,0.000607
"PLA-platelet.free","CD4.T.cells","B.cells","TNF","TNFRSF1B",0.13,1.78,0.955,0.22,0.303,8.15e-17,3.78e-15
"PLA-platelet.free","B.cells","CD4.T.cells","LGALS1","PTPRC",2.02,-0.111,0.9545,5.75e-19,4.04e-17,0.00136,0.00347
"PLA-platelet.free","CD8.T.cells","B.cells","ADAM17","IL6R",0.0789,1.83,0.95445,0.316,0.522,1.43e-08,1.46e-07
"platelet.free-PLA","B.cells","Monocytes","LTB","TNFRSF1A",1.97,-0.0614,0.9543,1.04e-12,2.39e-11,0.232,0.469
"platelet.free-PLA","B.cells","CD4.T.cells","HLA.DQA2","CD4",1.85,0.0585,0.95425,8.82e-11,1.34e-09,0.148,0.217
"platelet.free-PLA","B.cells","B.cells","ADAM28","ITGA4",1.62,0.288,0.954,4.34e-13,1.05e-11,0.0478,0.0915
"platelet.free-PLA","Monocytes","B.cells","IFITM1","CD81",0.865,1.04,0.9525,6.65e-11,6.94e-09,4.55e-11,7.3e-10
"PLA-platelet.free","B.cells","B.cells","ADAM17","NOTCH1",0.475,1.43,0.9525,0.0115,0.0281,4.6e-06,2.97e-05
"platelet.free-PLA","B.cells","NK.cells","IL7","IL2RG",1.97,-0.0673,0.95135,2.49e-06,1.69e-05,0.627,0.86
"platelet.free-PLA","Monocytes","B.cells","HMGB1","TLR9",-0.118,2.02,0.951,0.0316,0.124,8.95e-07,6.61e-06
"PLA-platelet.free","B.cells","B.cells","PSEN1","NOTCH1",0.472,1.43,0.951,0.0281,0.0591,4.6e-06,2.97e-05
"platelet.free-PLA","B.cells","B.cells","LY86","CD180",0.712,1.19,0.951,2.15e-05,0.000119,1.35e-07,1.17e-06
"PLA-platelet.free","B.cells","B.cells","JAM3","ITGB2",0.211,1.69,0.9505,0.498,0.598,4.62e-17,2.27e-15
"PLA-platelet.free","B.cells","B.cells","CD244","CD79B",3.56,-1.66,0.95,5.24e-09,5.72e-08,5.43e-16,2.29e-14
"PLA-platelet.free","B.cells","B.cells","CD79B","CD244",-1.66,3.56,0.95,5.43e-16,2.29e-14,5.24e-09,5.72e-08
"platelet.free-PLA","NK.cells","B.cells","HLA.DRB1","CD19",0.248,1.65,0.949,0.0334,0.173,9.52e-15,3.13e-13
"PLA-platelet.free","CD4.T.cells","Monocytes","PECAM1","PECAM1",1.99,-0.0946,0.9477,8.71e-14,1.95e-12,0.0983,0.268
"PLA-platelet.free","Monocytes","CD4.T.cells","PECAM1","PECAM1",-0.0946,1.99,0.9477,0.0983,0.268,8.71e-14,1.95e-12
"PLA-platelet.free","CD8.T.cells","NK.cells","S100A8","ITGB2",1.67,0.219,0.9445,7.16e-10,4.29e-08,4.23e-05,0.00194
"PLA-platelet.free","Monocytes","B.cells","GRN","TNFRSF1B",0.109,1.78,0.9445,0.0196,0.0878,8.15e-17,3.78e-15
"platelet.free-PLA","B.cells","CD4.T.cells","HLA.DRA","CD37",1.62,0.268,0.944,2.21e-14,6.84e-13,3.48e-10,3.73e-09
